Name;Degree
;0
pompously;12
Hogsmeade;6
Shrivelfig;1
Lupin;12
Dudley;4
huffily;5
Dad;2
Brown;10
McGonagall;2
Fred;18
Fisheries;1
Hogwarts;1
Ripper;3
dully;8
tremulously;10
Brutus;1
irritably;8
Magic;9
I'd;6
Aunt;5
not;1
Ern;9
Menagerie;12
Trelawney;10
keenly;9
Potter;3
Grim;2
Penelope;1
Book;1
Black;25
George;17
Fubster;2
calmly;6
Hall;8
uncomfortably;9
Tom;3
Weasley;22
Inee;6
Longbottom;2
Crabbe;14
defensively;12
Scabbers;16
hastily;6
Filch;1
Bilius;1
Class;1
airily;10
Neville;23
Gift;1
Professor;28
Malfoy;33
Azkaban;2
Galleons;1
Mr;8
oo;1
Yeh;8
Hagrid;18
Dean;9
You'd;1
Ron;72
Lavender;11
Parkinson;14
Percy;17
uncertainly;6
Cornelius;4
Pomfrey;8
quietly;8
Parvati;8
Crookshanks;18
Muggle;2
simply;4
Beater;1
doubtfully;9
It'd;2
Vernon;5
Uncle;9
Marge;12
Stan;15
Muggles;5
Ministry;3
happily;1
Errol;2
Dumbledore;5
vaguely;4
You-Know-'Oo;1
Harry;89
Seamus;24
Madam;9
word;9
Malkin;1
Century;1
idly;11
Boggart;7
Hedwig;6
cake;1
feeling;1
Miss;1
Dursleys;2
spiritedly;9
Father;1
Wood;7
Ginny;5
Albus;1
Gryffindor;1
Dementors;8
approvingly;3
Snape;17
Minister;2
pal;1
Shoulda;8
Zonko;1
Don;5
Prophet;1
Drive;5
Mrs;12
moment;12
Future;10
Hermione;58
jerkily;11
Egypt;1
Solution;1
roughly;11
Hippogriff;13
time;4
