Name;Degree
Bogies;1
Treacle;1
Dundee;1
Sorcerer;2
Dad;9
Brown;10
sagely;9
pompously;17
Lucky;1
Award;1
W-what;1
smile;1
Day;1
very;4
Celebrity;1
Voldemort;16
Mrs.;8
I'd;28
Pettigrew;14
blankly;8
Defense;3
team;1
Petunia;11
George;46
Levi-o-sa;1
Animagi;2
Merlin;1
Willow;3
uncomfortably;9
Weasley;64
past;2
R-Riddle;1
Invisibility;1
Butterbeer;1
Goyle;16
Moony;3
Red;1
Head;12
Gilderoy;1
Mudbloods;2
Ones;1
Bilius;1
ever;1
Grim;2
Neville;60
Gift;1
Charlie;4
Professor;109
never;5
here;3
Angelina;8
Mr;10
alone;2
darkly;9
boy;2
Bludger;7
Hagrid;124
Dean;25
Fawkes;4
Fluffy;1
Please...they;1
Percy;54
Griphook;2
spiritedly;9
Pomfrey;19
Devil;2
Parvati;15
family;1
suddenly;12
angrily;17
young;1
Nick;21
fearfully;2
Spinnet;1
Tom;7
doubtfully;9
Sh-she;1
It'd;3
Express;1
June;1
They'd;2
Vernon;11
Hogwarts;13
Erised;1
disbelievingly;6
October;8
H-he;1
Ministry;11
grimly;9
Granger;6
envelope;4
Wednesday;1
Quaffle;5
sharply;18
enviously;6
Seamus;33
Madam;16
word;9
Bath;1
Tonight;1
fiercely;17
proof;1
Quidditch;8
Ernie;16
Wizard;2
Mr.;10
Wizards;1
Dippet;2
something;4
Lord;2
Christmas;2
Gryffindor;20
Warrington;1
Millicent;5
scornfully;7
instead;1
furiously;12
Don;5
Mrs;12
Hermione;183
Hooch;22
Secret-Keeper;10
courteously;9
Arithmancy;8
Dobby;33
Buckbeak;4
Myrtle;31
Eye;1
coolly;8
Shrivelfig;1
Lupin;63
Dudley;21
Cho;8
still;3
Rules;1
Know-Who;1
McGonagall;10
Macnair;1
Snape;81
Who'd;1
Boggart;16
wantin;1
Stalagmite;1
Mother;1
not;1
Ern;9
desperately;5
always;2
reasonably;2
Potter;25
Squib;2
Weekly;1
Arts;1
Snare...what;1
D'yeh;1
exasperated;11
Firebolt;2
Disapparated;1
really;2
Scabbers;21
No...you;1
hastily;6
Filch;28
seriously;1
Class;1
Stone;13
Gawd;1
You-Know-Who;11
Zonko;1
Azkaban;2
Aragog;6
Firstly;5
Gringotts;3
thing;7
uncertainly;10
Mirror;2
Brazil;1
already;2
Beaters;2
delicately;6
Black;52
He-Who-Must-Not-Be-Named;2
thoughtfully;13
Sirius;13
cheerfully;4
Minerva;1
truthfully;12
sadly;8
Monday;2
Parseltongue;4
Patil;8
Uncle;32
Marge;4
friend;4
Muggles;9
Justin;10
Mortlake;1
happily;1
Ridgeback;2
delightedly;2
Diggle;5
Trelawney;10
idly;15
Colin;35
Fletcher;1
Peter;10
Dursleys;8
bet;1
Oliver;2
urgently;9
Father;3
gently;20
Wizardry;4
dreamily;4
He'd;9
Forge;1
Mail;1
Chaser;9
Power;1
Hannah;13
Dementors;14
eagerly;2
Bane;4
Minister;4
tersely;8
Hall;21
opposite;4
headmaster;1
Solution;1
letter;1
nothing;8
Comet;1
Side;1
Tha;1
Chamber;9
Hedwig;3
Mommy;2
Hippogriff;14
Howler;2
briskly;9
Ollivander;1
Norris;6
Hogsmeade;8
thirteen-year-old;11
Shack;1
Hornby;1
earth;5
Wh-what;1
Hat;5
Fang;9
silkily;11
Fred;50
only;3
Parselmouth;8
excitedly;3
Snitch;4
heartily;11
Dissendium;3
Magic;14
Animagus;3
nearly;3
Flamel;4
tonelessly;6
Lockhart;53
Menagerie;12
keenly;9
anxiously;7
Alley;1
twice;4
softly;5
Draco;3
Knuts;1
miserably;5
hoarsely;19
flatly;11
matter-of-factly;5
Marauder;5
defensively;12
Nimbus;2
away;1
O.W.L.s;1
weapons;1
hopefully;1
airily;15
stoutly;8
Patronus;3
Johnson;1
timidly;8
Malfoy;107
Galleons;2
abruptly;12
Yeh;9
feeling;1
last;1
Parkinson;18
loudly;8
We'd;3
Slytherin;33
Cornelius;6
huffily;5
Mandrakes;8
Muggle;10
simply;4
Hufflepuff;9
Lily;2
patiently;9
Revealer;1
Remembrall;10
quickly;5
breathlessly;8
Protection;1
slowly;22
Ripper;1
Care;1
That'd;2
Dumbledore;93
She'd;1
Dragon;1
vaguely;4
You-Know-'Oo;1
Night;1
earnestly;5
Sir;16
Flich;5
Force;1
impatiently;9
voice;15
Miss;3
Agrippa;2
Better;3
Yeah...he;1
Grindylow;12
Wood;50
Bludgers;1
stubbornly;11
Albus;2
Charm;3
