Name;Degree
pleasantly;13
roughly;11
Perkins;1
Club;1
Finch-Fletchley;12
just;1
heavily;4
Animagus;3
Body-Bind;1
Ravenclaw;5
needin;1
Wormtail;1
Well...Voldemort;1
other;1
Flint;20
dully;8
tremulously;10
earnestly;5
Hermes;1
Padfoot;1
casually;12
James;4
Crookshanks;27
enthusiastically;8
Aunt;10
politely;6
Salazar;3
Patil;8
Bott;1
Piers;2
Penelope;4
Book;1
London;7
Time-Turner;2
Fubster;1
Little;1
Perry;11
smoothly;7
Creevey;1
proudly;5
back;2
Mason;7
Quirrell;15
hurriedly;13
Mars;2
Longbottom;3
Crabbe;18
Lee;34
Severus;3
Heaven;1
Norbert;3
Bill;4
Lucius;2
Sh-she;1
shakily;7
coldly;3
oo;1
Romania;1
You'd;6
Ron;239
Lavender;8
Committee;2
automatically;11
Katie;1
hotly;11
quietly;17
Baron;2
calmly;12
Beater;2
constantly;1
wonderingly;1
Firenze;4
way;1
Errol;6
shrilly;4
Stan;15
Hags;4
Harry;295
nervously;5
Inee;6
Lacewing;1
Malkin;1
Century;1
House;2
Cauldron;1
Egypt;1
cake;1
Master;2
brightly;3
Dursley;17
grumpily;9
mysteriously;1
Ginny;25
stiffly;11
again;13
dimly;13
Transfiguration;4
gloomily;5
book;1
suspiciously;11
Lady;8
Great;2
Hunt;4
faintly;10
Drive;1
Future;13
fervently;4
Flitwick;2
Fancy;1
Fame;1
Relief;13
