Name;Degree
coolly;3
thirteen-year-old;10
Dudley;9
still;1
Dad;4
sagely;9
young;1
Fred;20
Hogwarts;2
Granger;1
W-what;1
earnestly;5
Hermes;1
Voldemort;1
Mrs.;7
enthusiastically;5
I'd;3
Aunt;6
politely;6
Mother;1
tonelessly;6
Lockhart;11
Potter;2
Petunia;8
Draco;2
George;12
Weekly;1
miserably;2
Willow;1
Weasley;20
Mason;7
Gilderoy;1
Nimbus;1
Neville;11
Professor;13
Bill;1
You-Know-Who;1
Malfoy;14
here;1
Yeh;1
Hagrid;12
Dean;9
You'd;1
Ron;42
impatiently;9
Please...they;1
Percy;5
We'd;1
Committee;1
already;1
family;1
Mandrakes;6
Muggle;3
Vernon;6
Uncle;16
Care;1
Justin;3
Mortlake;1
Errol;5
grimly;0
Dumbledore;10
Harry;45
enviously;6
House;1
Fletcher;1
voice;5
Dursleys;6
Better;1
Mr.;9
Mail;1
Ginny;4
again;5
Gryffindor;1
Power;1
Ministry;3
Snape;5
Minister;1
Howler;2
Third;1
Prophet;6
headmaster;1
faintly;5
Hermione;16
Lee;9
Hedwig;1
Perkins;1
Dobby;13
