Name;Degree
;0
Norris;6
coolly;3
Treacle;1
Salazar;2
thirteen-year-old;11
Dudley;9
earth;1
still;1
Hat;1
Ravenclaw;1
Dad;4
sagely;9
Seamus;6
Know-Who;1
McGonagall;1
young;1
Fred;28
Hogwarts;4
Flint;12
excitedly;3
Granger;3
W-what;1
Snape;19
earnestly;5
Hermes;1
Day;1
Magic;5
Celebrity;1
Voldemort;2
Mrs.;7
enthusiastically;8
I'd;7
Aunt;6
nearly;3
politely;6
Mother;1
tonelessly;6
Lockhart;37
desperately;5
Potter;6
Squib;2
Alley;1
Petunia;8
Draco;3
George;27
Weekly;1
Mandrakes;7
Perry;11
miserably;2
Willow;1
exasperated;11
Weasley;29
Mason;7
hoarsely;9
flatly;11
Goyle;8
really;1
Head;12
Gilderoy;1
Nimbus;2
Mudbloods;2
O.W.L.s;1
Filch;14
Ones;1
Neville;15
never;2
Professor;32
Bill;2
You-Know-Who;3
Malfoy;47
Lucius;1
Angelina;1
here;1
alone;2
abruptly;8
Yeh;2
Bludger;7
Hagrid;22
Dean;9
You'd;2
Ron;106
impatiently;9
Please...they;1
Percy;19
uncertainly;6
We'd;2
Committee;1
Slytherin;13
automatically;11
Brazil;1
hotly;11
already;1
family;1
Beaters;1
angrily;11
Nick;13
Muggle;7
He-Who-Must-Not-Be-Named;1
It'd;1
patiently;9
Minerva;1
Parseltongue;2
Revealer;1
wonderingly;1
quickly;3
They'd;1
Vernon;6
Parselmouth;8
Uncle;16
slowly;4
Care;1
Justin;10
Ministry;5
That'd;1
Errol;5
grimly;0
Snitch;2
Mortlake;1
back;1
shrilly;4
heartily;11
sharply;11
Harry;119
nervously;5
enviously;6
Lacewing;1
Flich;5
House;2
Fawkes;1
Bath;1
Colin;27
Wood;19
Fletcher;1
voice;5
Dursleys;6
Sir;10
Quidditch;4
Ernie;11
urgently;5
Father;2
Wizardry;4
Better;2
Mr.;9
fiercely;10
Dippet;1
stubbornly;4
Mail;1
Ginny;5
Albus;1
stiffly;9
again;5
Gryffindor;5
matter-of-factly;5
Power;1
Club;1
Protection;1
Creevey;1
Transfiguration;1
Millicent;5
scornfully;7
other;1
Charm;2
Minister;1
suspiciously;11
Crabbe;8
Hall;9
Howler;2
Great;1
Dumbledore;25
Third;1
Prophet;7
headmaster;1
Hunt;4
faintly;5
Hermione;72
nothing;8
Hooch;2
Flitwick;1
Patil;3
Lee;14
Chamber;8
Hedwig;1
Mommy;1
Pomfrey;9
Perkins;1
Hannah;8
Dobby;21
Finch-Fletchley;12
Myrtle;25
Fame;1
